Transaction ID,Date,Amount,Category,Payment Method,Location,Merchant,Description,Transaction Type,Day of Week
500,2022-10-12,83.93,Bills,Cash,Fuel Station,Amazon,Movie night,Fixed,Wednesday
501,2022-06-22,122.25,Bills,Cash,Mall,Walmart,Gas refill,Fixed,Wednesday
502,2022-10-29,155.53,Groceries,Debit Card,Online,CVS,Weekly groceries,Variable,Saturday
503,2024-04-02,85.55,Bills,Credit Card,Online,Shell,Movie night,Fixed,Tuesday
504,2022-01-01,143.46,Healthcare,Debit Card,Fuel Station,CVS,Movie night,Fixed,Saturday
505,2022-05-19,159.02,Transport,Cash,Mall,Walmart,Gift shopping,Variable,Thursday
506,2023-12-09,66.87,Groceries,Bank Transfer,Fuel Station,CVS,Gas refill,Variable,Saturday
507,2023-03-18,195.96,Entertainment,Credit Card,Online,CVS,Monthly subscription,Variable,Saturday
508,2024-07-04,131.68,Healthcare,Cash,Online,Walmart,Bus fare,Fixed,Thursday
509,2022-02-20,176.79,Eating Out,Debit Card,Fuel Station,Netflix,Gas refill,Variable,Sunday
510,2022-08-31,113.41,Groceries,Credit Card,Restaurant,Walmart,Bus fare,Variable,Wednesday
511,2024-05-20,149.61,Eating Out,Cash,Fuel Station,CVS,Gift shopping,Variable,Monday
512,2022-01-21,155.26,Transport,Credit Card,Pharmacy,Walmart,Monthly subscription,Variable,Friday
513,2023-11-15,182.11,Entertainment,Bank Transfer,Fuel Station,Walmart,Bus fare,Variable,Wednesday
514,2023-09-23,34.32,Eating Out,Bank Transfer,Online,Netflix,Movie night,Variable,Saturday
515,2022-05-09,113.87,Healthcare,Bank Transfer,Restaurant,Starbucks,Weekly groceries,Fixed,Monday
516,2023-01-01,88.53,Groceries,Credit Card,Fuel Station,Walmart,Doctor's visit,Variable,Sunday
517,2022-04-16,185.02,Bills,Bank Transfer,Online,Walmart,Weekly groceries,Fixed,Saturday
518,2022-08-14,25.49,Healthcare,Credit Card,Fuel Station,Amazon,Doctor's visit,Fixed,Sunday
519,2023-06-30,196.6,Eating Out,Credit Card,Pharmacy,Shell,Dinner with friends,Variable,Friday
520,2022-06-01,175.71,Bills,Debit Card,Restaurant,Shell,Monthly subscription,Fixed,Wednesday
521,2022-09-24,19.4,Eating Out,Cash,Online,Shell,Monthly subscription,Variable,Saturday
522,2024-10-27,100.74,Transport,Bank Transfer,Restaurant,CVS,Weekly groceries,Variable,Sunday
523,2023-09-07,144.92,Bills,Cash,Fuel Station,Shell,Bus fare,Fixed,Thursday
524,2022-11-28,148.94,Entertainment,Cash,Fuel Station,Shell,Monthly subscription,Variable,Monday
525,2023-01-06,181.77,Healthcare,Debit Card,Mall,Amazon,Doctor's visit,Fixed,Friday
526,2023-11-22,160.97,Groceries,Bank Transfer,Online,Netflix,Bus fare,Variable,Wednesday
527,2023-11-01,65.63,Entertainment,Cash,Supermarket,Shell,Doctor's visit,Variable,Wednesday
528,2023-09-20,102.19,Eating Out,Credit Card,Pharmacy,Amazon,Monthly subscription,Variable,Wednesday
529,2024-08-26,141.85,Eating Out,Cash,Fuel Station,Amazon,Doctor's visit,Variable,Monday
530,2023-01-25,32.0,Entertainment,Credit Card,Online,Walmart,Gift shopping,Variable,Wednesday
531,2023-09-21,42.83,Eating Out,Credit Card,Fuel Station,Shell,Dinner with friends,Variable,Thursday
532,2022-07-01,98.8,Transport,Credit Card,Online,CVS,Doctor's visit,Variable,Friday
533,2022-08-24,63.16,Groceries,Debit Card,Supermarket,Amazon,Weekly groceries,Variable,Wednesday
534,2022-07-13,173.2,Healthcare,Bank Transfer,Restaurant,Amazon,Dinner with friends,Fixed,Wednesday
535,2023-08-15,119.32,Transport,Cash,Pharmacy,Amazon,Gift shopping,Variable,Tuesday
536,2022-11-29,72.99,Bills,Debit Card,Supermarket,Amazon,Weekly groceries,Fixed,Tuesday
537,2023-07-14,170.52,Groceries,Bank Transfer,Pharmacy,Starbucks,Doctor's visit,Variable,Friday
538,2023-08-12,161.95,Groceries,Credit Card,Online,Amazon,Bus fare,Variable,Saturday
539,2022-05-01,199.68,Eating Out,Bank Transfer,Pharmacy,Netflix,Weekly groceries,Variable,Sunday
540,2022-12-12,170.22,Healthcare,Cash,Restaurant,Netflix,Bus fare,Fixed,Monday
541,2023-06-10,85.82,Bills,Debit Card,Mall,CVS,Dinner with friends,Fixed,Saturday
542,2022-08-11,29.86,Healthcare,Debit Card,Pharmacy,Shell,Gift shopping,Fixed,Thursday
543,2022-08-25,168.92,Entertainment,Credit Card,Mall,Shell,Doctor's visit,Variable,Thursday
544,2022-04-16,16.65,Healthcare,Credit Card,Restaurant,CVS,Bus fare,Fixed,Saturday
545,2023-09-05,73.3,Bills,Credit Card,Supermarket,Shell,Weekly groceries,Fixed,Tuesday
546,2024-07-11,184.35,Entertainment,Cash,Fuel Station,Amazon,Monthly subscription,Variable,Thursday
547,2022-05-24,192.35,Healthcare,Bank Transfer,Pharmacy,Shell,Dinner with friends,Fixed,Tuesday
548,2024-08-17,129.91,Healthcare,Debit Card,Pharmacy,Shell,Dinner with friends,Fixed,Saturday
549,2022-04-06,139.29,Bills,Credit Card,Pharmacy,Netflix,Bus fare,Fixed,Wednesday
550,2022-12-19,13.28,Bills,Debit Card,Pharmacy,CVS,Dinner with friends,Fixed,Monday
551,2023-05-12,105.32,Entertainment,Credit Card,Mall,Shell,Doctor's visit,Variable,Friday
552,2022-07-28,111.64,Transport,Bank Transfer,Restaurant,Walmart,Dinner with friends,Variable,Thursday
553,2022-10-16,71.32,Eating Out,Debit Card,Mall,Amazon,Gas refill,Variable,Sunday
554,2022-03-04,18.38,Healthcare,Bank Transfer,Online,Amazon,Doctor's visit,Fixed,Friday
555,2023-01-30,49.64,Eating Out,Credit Card,Online,Amazon,Movie night,Variable,Monday
556,2023-02-01,74.81,Eating Out,Debit Card,Supermarket,Walmart,Gift shopping,Variable,Wednesday
557,2022-12-13,89.85,Entertainment,Cash,Supermarket,Starbucks,Dinner with friends,Variable,Tuesday
558,2022-05-31,120.23,Healthcare,Cash,Pharmacy,CVS,Gas refill,Fixed,Tuesday
559,2023-02-08,145.87,Healthcare,Cash,Online,Starbucks,Gas refill,Fixed,Wednesday
560,2023-01-25,66.94,Eating Out,Bank Transfer,Mall,Netflix,Gas refill,Variable,Wednesday
561,2024-03-15,69.15,Healthcare,Bank Transfer,Restaurant,Starbucks,Doctor's visit,Fixed,Friday
562,2023-08-19,8.84,Healthcare,Credit Card,Online,Walmart,Gas refill,Fixed,Saturday
563,2022-05-08,12.97,Groceries,Credit Card,Online,Netflix,Weekly groceries,Variable,Sunday
564,2023-04-06,55.28,Bills,Debit Card,Mall,Amazon,Gift shopping,Fixed,Thursday
565,2023-08-16,149.35,Entertainment,Debit Card,Online,Shell,Weekly groceries,Variable,Wednesday
566,2023-02-18,127.52,Entertainment,Bank Transfer,Fuel Station,CVS,Gift shopping,Variable,Saturday
567,2024-10-21,155.11,Groceries,Cash,Mall,Amazon,Movie night,Variable,Monday
568,2023-12-21,154.94,Bills,Credit Card,Fuel Station,Shell,Dinner with friends,Fixed,Thursday
569,2023-07-28,172.03,Eating Out,Credit Card,Mall,Shell,Dinner with friends,Variable,Friday
570,2022-11-20,145.46,Entertainment,Bank Transfer,Mall,Amazon,Gas refill,Variable,Sunday
571,2022-04-27,195.91,Entertainment,Bank Transfer,Mall,CVS,Movie night,Variable,Wednesday
572,2024-01-12,180.27,Entertainment,Credit Card,Online,CVS,Dinner with friends,Variable,Friday
573,2024-04-04,119.41,Entertainment,Bank Transfer,Online,Walmart,Gift shopping,Variable,Thursday
574,2024-08-10,119.69,Entertainment,Credit Card,Restaurant,Amazon,Doctor's visit,Variable,Saturday
575,2023-07-15,11.68,Entertainment,Cash,Supermarket,Walmart,Gas refill,Variable,Saturday
576,2023-05-08,199.71,Groceries,Credit Card,Fuel Station,Starbucks,Monthly subscription,Variable,Monday
577,2022-03-21,30.66,Entertainment,Credit Card,Restaurant,Starbucks,Dinner with friends,Variable,Monday
578,2024-01-13,149.37,Transport,Cash,Fuel Station,Amazon,Movie night,Variable,Saturday
579,2023-02-22,165.1,Bills,Cash,Mall,Walmart,Gas refill,Fixed,Wednesday
580,2024-07-01,77.75,Bills,Debit Card,Pharmacy,CVS,Movie night,Fixed,Monday
581,2022-08-17,43.39,Healthcare,Cash,Restaurant,Amazon,Dinner with friends,Fixed,Wednesday
582,2023-01-02,24.26,Eating Out,Bank Transfer,Pharmacy,CVS,Gas refill,Variable,Monday
583,2022-01-08,150.98,Healthcare,Debit Card,Pharmacy,Walmart,Bus fare,Fixed,Saturday
584,2023-05-25,93.27,Entertainment,Cash,Fuel Station,Walmart,Movie night,Variable,Thursday
585,2024-03-01,144.17,Healthcare,Cash,Fuel Station,Amazon,Gift shopping,Fixed,Friday
586,2022-06-08,183.5,Entertainment,Credit Card,Online,CVS,Dinner with friends,Variable,Wednesday
587,2023-05-11,33.58,Groceries,Credit Card,Mall,Walmart,Monthly subscription,Variable,Thursday
588,2023-09-19,184.24,Transport,Bank Transfer,Supermarket,CVS,Gift shopping,Variable,Tuesday
589,2023-06-08,85.27,Bills,Cash,Fuel Station,Walmart,Gas refill,Fixed,Thursday
590,2024-03-09,64.53,Bills,Credit Card,Supermarket,Netflix,Gift shopping,Fixed,Saturday
591,2022-04-01,188.9,Eating Out,Bank Transfer,Supermarket,Netflix,Weekly groceries,Variable,Friday
592,2022-10-18,198.18,Entertainment,Debit Card,Supermarket,CVS,Movie night,Variable,Tuesday
593,2023-07-21,43.78,Groceries,Cash,Supermarket,Shell,Movie night,Variable,Friday
594,2023-11-07,133.08,Eating Out,Debit Card,Pharmacy,Walmart,Gas refill,Variable,Tuesday
595,2024-05-27,25.77,Eating Out,Cash,Pharmacy,CVS,Bus fare,Variable,Monday
596,2023-09-17,131.93,Eating Out,Cash,Pharmacy,CVS,Bus fare,Variable,Sunday
597,2023-02-26,166.33,Groceries,Cash,Mall,Shell,Bus fare,Variable,Sunday
598,2023-03-14,138.48,Groceries,Cash,Restaurant,Starbucks,Weekly groceries,Variable,Tuesday
599,2022-04-12,86.38,Entertainment,Cash,Fuel Station,CVS,Movie night,Variable,Tuesday
600,2024-02-27,79.7,Groceries,Bank Transfer,Online,Walmart,Doctor's visit,Variable,Tuesday
601,2024-05-14,81.66,Eating Out,Credit Card,Pharmacy,Starbucks,Gift shopping,Variable,Tuesday
602,2023-01-16,119.99,Entertainment,Debit Card,Mall,CVS,Movie night,Variable,Monday
603,2022-04-11,176.91,Eating Out,Cash,Mall,Netflix,Gas refill,Variable,Monday
604,2024-02-05,186.17,Eating Out,Credit Card,Fuel Station,Starbucks,Doctor's visit,Variable,Monday
605,2024-06-20,15.44,Bills,Cash,Online,Starbucks,Gift shopping,Fixed,Thursday
606,2022-08-19,40.42,Groceries,Cash,Supermarket,Amazon,Weekly groceries,Variable,Friday
607,2023-05-20,26.88,Healthcare,Debit Card,Mall,Walmart,Bus fare,Fixed,Saturday
608,2023-10-25,42.7,Bills,Cash,Restaurant,Walmart,Gift shopping,Fixed,Wednesday
609,2022-09-13,72.59,Bills,Bank Transfer,Restaurant,Shell,Gift shopping,Fixed,Tuesday
610,2023-06-16,103.77,Healthcare,Debit Card,Restaurant,Starbucks,Monthly subscription,Fixed,Friday
611,2023-10-23,127.74,Eating Out,Bank Transfer,Mall,CVS,Weekly groceries,Variable,Monday
612,2024-05-24,147.77,Healthcare,Cash,Mall,CVS,Bus fare,Fixed,Friday
613,2023-08-10,178.57,Groceries,Credit Card,Fuel Station,Netflix,Bus fare,Variable,Thursday
614,2022-05-04,197.87,Eating Out,Bank Transfer,Mall,Netflix,Dinner with friends,Variable,Wednesday
615,2022-11-13,134.26,Transport,Cash,Mall,CVS,Weekly groceries,Variable,Sunday
616,2024-01-12,169.85,Eating Out,Bank Transfer,Restaurant,Starbucks,Doctor's visit,Variable,Friday
617,2023-11-13,156.72,Eating Out,Credit Card,Fuel Station,Amazon,Gas refill,Variable,Monday
618,2022-07-08,64.97,Groceries,Credit Card,Online,CVS,Bus fare,Variable,Friday
619,2023-11-23,175.76,Eating Out,Credit Card,Online,Starbucks,Doctor's visit,Variable,Thursday
620,2022-03-01,13.34,Healthcare,Credit Card,Mall,Starbucks,Doctor's visit,Fixed,Tuesday
621,2023-05-06,5.07,Eating Out,Cash,Restaurant,Netflix,Dinner with friends,Variable,Saturday
622,2023-06-26,58.38,Bills,Cash,Fuel Station,Starbucks,Dinner with friends,Fixed,Monday
623,2022-08-14,95.11,Healthcare,Credit Card,Online,Shell,Weekly groceries,Fixed,Sunday
624,2023-01-18,129.48,Healthcare,Bank Transfer,Restaurant,Netflix,Gas refill,Fixed,Wednesday
625,2022-08-05,24.85,Eating Out,Credit Card,Mall,CVS,Weekly groceries,Variable,Friday
626,2024-05-17,136.24,Groceries,Debit Card,Mall,Netflix,Bus fare,Variable,Friday
627,2023-05-24,161.35,Bills,Cash,Pharmacy,Amazon,Gift shopping,Fixed,Wednesday
628,2023-03-24,41.14,Healthcare,Debit Card,Mall,Starbucks,Monthly subscription,Fixed,Friday
629,2023-02-15,85.95,Entertainment,Bank Transfer,Restaurant,Netflix,Movie night,Variable,Wednesday
630,2023-12-31,106.4,Healthcare,Credit Card,Mall,Starbucks,Bus fare,Fixed,Sunday
631,2022-08-05,93.1,Entertainment,Debit Card,Supermarket,Walmart,Doctor's visit,Variable,Friday
632,2023-04-09,160.97,Eating Out,Debit Card,Pharmacy,Amazon,Weekly groceries,Variable,Sunday
633,2023-01-10,192.3,Bills,Credit Card,Mall,Netflix,Weekly groceries,Fixed,Tuesday
634,2024-07-04,160.8,Transport,Debit Card,Mall,Shell,Gas refill,Variable,Thursday
635,2024-01-22,20.21,Healthcare,Debit Card,Pharmacy,Amazon,Weekly groceries,Fixed,Monday
636,2023-06-08,161.96,Entertainment,Cash,Supermarket,Starbucks,Gift shopping,Variable,Thursday
637,2024-07-18,17.99,Healthcare,Credit Card,Fuel Station,Amazon,Gas refill,Fixed,Thursday
638,2022-04-30,51.01,Bills,Cash,Pharmacy,Walmart,Gift shopping,Fixed,Saturday
639,2022-10-10,34.85,Healthcare,Cash,Restaurant,Amazon,Gas refill,Fixed,Monday
640,2023-07-15,43.52,Entertainment,Credit Card,Restaurant,Netflix,Weekly groceries,Variable,Saturday
641,2022-08-28,108.02,Healthcare,Debit Card,Supermarket,Walmart,Monthly subscription,Fixed,Sunday
642,2023-11-26,135.98,Bills,Credit Card,Mall,Starbucks,Bus fare,Fixed,Sunday
643,2023-09-01,96.71,Eating Out,Credit Card,Pharmacy,Walmart,Weekly groceries,Variable,Friday
644,2022-12-23,192.14,Bills,Credit Card,Online,Shell,Monthly subscription,Fixed,Friday
645,2023-08-23,51.86,Bills,Credit Card,Supermarket,Amazon,Dinner with friends,Fixed,Wednesday
646,2023-05-30,153.81,Groceries,Debit Card,Pharmacy,Starbucks,Monthly subscription,Variable,Tuesday
647,2022-09-19,174.69,Eating Out,Cash,Pharmacy,Netflix,Weekly groceries,Variable,Monday
648,2024-07-23,114.6,Healthcare,Debit Card,Supermarket,Shell,Movie night,Fixed,Tuesday
649,2023-09-05,93.96,Transport,Bank Transfer,Online,Amazon,Movie night,Variable,Tuesday
650,2023-03-26,121.26,Healthcare,Cash,Restaurant,CVS,Weekly groceries,Fixed,Sunday
651,2023-07-26,88.62,Healthcare,Credit Card,Fuel Station,Netflix,Monthly subscription,Fixed,Wednesday
652,2024-06-20,113.26,Entertainment,Debit Card,Fuel Station,Shell,Weekly groceries,Variable,Thursday
653,2022-09-19,86.3,Bills,Credit Card,Restaurant,Amazon,Gift shopping,Fixed,Monday
654,2022-02-08,83.09,Bills,Credit Card,Mall,Netflix,Weekly groceries,Fixed,Tuesday
655,2022-03-30,140.59,Eating Out,Credit Card,Fuel Station,Starbucks,Movie night,Variable,Wednesday
656,2023-01-06,23.11,Groceries,Debit Card,Fuel Station,CVS,Monthly subscription,Variable,Friday
657,2024-08-03,37.48,Healthcare,Bank Transfer,Mall,Amazon,Movie night,Fixed,Saturday
658,2023-02-02,170.98,Entertainment,Credit Card,Fuel Station,Netflix,Movie night,Variable,Thursday
659,2023-04-30,155.36,Transport,Cash,Restaurant,Shell,Movie night,Variable,Sunday
660,2022-03-23,59.88,Bills,Bank Transfer,Online,Starbucks,Bus fare,Fixed,Wednesday
661,2023-03-18,78.57,Groceries,Credit Card,Supermarket,Shell,Doctor's visit,Variable,Saturday
662,2023-09-06,185.58,Entertainment,Debit Card,Pharmacy,Starbucks,Bus fare,Variable,Wednesday
663,2023-04-15,164.53,Entertainment,Bank Transfer,Mall,CVS,Monthly subscription,Variable,Saturday
664,2022-07-03,124.8,Transport,Debit Card,Restaurant,CVS,Weekly groceries,Variable,Sunday
665,2022-04-22,48.19,Eating Out,Credit Card,Fuel Station,CVS,Bus fare,Variable,Friday
666,2024-02-19,13.63,Healthcare,Cash,Pharmacy,Netflix,Movie night,Fixed,Monday
667,2022-04-08,89.1,Entertainment,Credit Card,Supermarket,Amazon,Monthly subscription,Variable,Friday
668,2022-08-27,136.16,Entertainment,Debit Card,Supermarket,Netflix,Monthly subscription,Variable,Saturday
669,2023-02-08,166.55,Healthcare,Credit Card,Mall,Shell,Movie night,Fixed,Wednesday
670,2024-11-01,171.27,Transport,Credit Card,Mall,Walmart,Gas refill,Variable,Friday
671,2024-09-20,11.39,Healthcare,Bank Transfer,Fuel Station,Netflix,Gas refill,Fixed,Friday
672,2022-10-29,52.61,Bills,Debit Card,Online,Starbucks,Movie night,Fixed,Saturday
673,2024-02-14,71.12,Eating Out,Bank Transfer,Supermarket,CVS,Gas refill,Variable,Wednesday
674,2023-08-25,41.8,Transport,Debit Card,Restaurant,Shell,Dinner with friends,Variable,Friday
675,2023-05-09,161.58,Bills,Debit Card,Fuel Station,Netflix,Weekly groceries,Fixed,Tuesday
676,2023-07-05,154.66,Transport,Debit Card,Supermarket,CVS,Dinner with friends,Variable,Wednesday
677,2022-02-21,105.78,Healthcare,Bank Transfer,Fuel Station,CVS,Doctor's visit,Fixed,Monday
678,2024-02-11,196.67,Healthcare,Bank Transfer,Supermarket,CVS,Movie night,Fixed,Sunday
679,2023-03-07,33.09,Transport,Bank Transfer,Online,Shell,Gift shopping,Variable,Tuesday
680,2024-02-10,180.43,Healthcare,Cash,Fuel Station,Starbucks,Monthly subscription,Fixed,Saturday
681,2023-10-08,27.71,Transport,Credit Card,Fuel Station,CVS,Monthly subscription,Variable,Sunday
682,2024-02-23,36.82,Groceries,Debit Card,Supermarket,CVS,Gas refill,Variable,Friday
683,2024-04-26,140.76,Healthcare,Debit Card,Fuel Station,Starbucks,Movie night,Fixed,Friday
684,2022-06-30,26.37,Transport,Credit Card,Restaurant,Starbucks,Weekly groceries,Variable,Thursday
685,2022-09-21,115.34,Healthcare,Cash,Online,Amazon,Dinner with friends,Fixed,Wednesday
686,2023-11-23,86.95,Bills,Debit Card,Supermarket,CVS,Dinner with friends,Fixed,Thursday
687,2024-02-01,147.05,Bills,Debit Card,Mall,Netflix,Weekly groceries,Fixed,Thursday
688,2024-08-05,180.63,Entertainment,Bank Transfer,Pharmacy,Amazon,Dinner with friends,Variable,Monday
689,2023-11-27,155.12,Healthcare,Cash,Supermarket,Starbucks,Gift shopping,Fixed,Monday
690,2023-09-18,170.69,Groceries,Bank Transfer,Restaurant,CVS,Gas refill,Variable,Monday
691,2023-01-31,11.42,Bills,Cash,Restaurant,Walmart,Weekly groceries,Fixed,Tuesday
692,2023-03-28,65.49,Groceries,Debit Card,Mall,CVS,Movie night,Variable,Tuesday
693,2023-05-23,105.51,Entertainment,Bank Transfer,Supermarket,Netflix,Gift shopping,Variable,Tuesday
694,2023-05-20,86.11,Groceries,Debit Card,Supermarket,Netflix,Dinner with friends,Variable,Saturday
695,2023-01-07,50.09,Bills,Debit Card,Supermarket,Shell,Weekly groceries,Fixed,Saturday
696,2022-12-16,65.04,Eating Out,Bank Transfer,Restaurant,Amazon,Gas refill,Variable,Friday
697,2023-09-07,189.36,Groceries,Credit Card,Online,Walmart,Doctor's visit,Variable,Thursday
698,2024-06-26,62.37,Healthcare,Debit Card,Online,Amazon,Gas refill,Fixed,Wednesday
699,2022-01-04,74.01,Groceries,Cash,Mall,CVS,Movie night,Variable,Tuesday
700,2022-06-15,5.72,Eating Out,Cash,Restaurant,CVS,Gift shopping,Variable,Wednesday
701,2024-08-27,169.79,Transport,Cash,Pharmacy,Amazon,Weekly groceries,Variable,Tuesday
702,2023-06-08,35.19,Eating Out,Debit Card,Fuel Station,Starbucks,Movie night,Variable,Thursday
703,2024-02-24,44.81,Transport,Debit Card,Mall,Netflix,Weekly groceries,Variable,Saturday
704,2023-09-28,54.78,Eating Out,Bank Transfer,Online,CVS,Dinner with friends,Variable,Thursday
705,2022-04-14,177.5,Groceries,Cash,Pharmacy,Amazon,Dinner with friends,Variable,Thursday
706,2023-12-01,45.26,Transport,Credit Card,Mall,Walmart,Gift shopping,Variable,Friday
707,2022-05-10,160.52,Transport,Bank Transfer,Mall,Netflix,Gas refill,Variable,Tuesday
708,2023-03-25,162.57,Eating Out,Debit Card,Restaurant,Netflix,Gas refill,Variable,Saturday
709,2024-05-03,185.77,Groceries,Bank Transfer,Supermarket,Amazon,Weekly groceries,Variable,Friday
710,2024-06-23,27.53,Groceries,Cash,Online,Amazon,Weekly groceries,Variable,Sunday
711,2023-04-22,47.37,Groceries,Credit Card,Online,Walmart,Dinner with friends,Variable,Saturday
712,2023-01-09,149.87,Transport,Cash,Supermarket,Walmart,Monthly subscription,Variable,Monday
713,2024-04-29,43.22,Transport,Debit Card,Pharmacy,Netflix,Gas refill,Variable,Monday
714,2023-03-16,60.83,Healthcare,Credit Card,Pharmacy,Shell,Bus fare,Fixed,Thursday
715,2022-05-12,37.51,Healthcare,Credit Card,Pharmacy,Netflix,Movie night,Fixed,Thursday
716,2023-04-18,38.68,Transport,Debit Card,Supermarket,CVS,Doctor's visit,Variable,Tuesday
717,2022-08-02,98.9,Groceries,Bank Transfer,Restaurant,Shell,Weekly groceries,Variable,Tuesday
718,2024-05-29,26.39,Entertainment,Debit Card,Restaurant,Walmart,Dinner with friends,Variable,Wednesday
719,2024-04-13,67.73,Entertainment,Debit Card,Fuel Station,Starbucks,Gas refill,Variable,Saturday
720,2024-04-24,88.19,Transport,Bank Transfer,Mall,Amazon,Bus fare,Variable,Wednesday
721,2024-05-08,9.79,Transport,Credit Card,Online,Amazon,Gas refill,Variable,Wednesday
722,2024-01-20,80.72,Groceries,Cash,Supermarket,Amazon,Gift shopping,Variable,Saturday
723,2024-10-19,23.35,Groceries,Cash,Restaurant,Shell,Weekly groceries,Variable,Saturday
724,2023-10-19,101.25,Entertainment,Cash,Online,Shell,Dinner with friends,Variable,Thursday
725,2023-06-13,166.02,Entertainment,Debit Card,Fuel Station,Netflix,Gift shopping,Variable,Tuesday
726,2023-06-30,164.59,Eating Out,Debit Card,Pharmacy,Walmart,Dinner with friends,Variable,Friday
727,2024-03-19,20.69,Groceries,Cash,Supermarket,Starbucks,Monthly subscription,Variable,Tuesday
728,2022-11-25,122.24,Bills,Debit Card,Online,Shell,Weekly groceries,Fixed,Friday
729,2022-07-25,167.74,Eating Out,Bank Transfer,Restaurant,Netflix,Gas refill,Variable,Monday
730,2023-08-19,51.4,Groceries,Debit Card,Pharmacy,Netflix,Movie night,Variable,Saturday
731,2024-01-25,153.58,Bills,Cash,Fuel Station,Walmart,Movie night,Fixed,Thursday
732,2024-07-08,178.7,Bills,Cash,Mall,Netflix,Gift shopping,Fixed,Monday
733,2022-11-21,162.19,Transport,Debit Card,Mall,Starbucks,Gas refill,Variable,Monday
734,2023-10-25,25.92,Transport,Credit Card,Mall,Walmart,Bus fare,Variable,Wednesday
735,2022-03-21,6.77,Bills,Debit Card,Restaurant,CVS,Doctor's visit,Fixed,Monday
736,2022-03-25,42.39,Bills,Credit Card,Supermarket,Amazon,Monthly subscription,Fixed,Friday
737,2024-02-23,57.74,Healthcare,Bank Transfer,Fuel Station,Starbucks,Doctor's visit,Fixed,Friday
738,2024-03-30,125.16,Eating Out,Bank Transfer,Fuel Station,Amazon,Movie night,Variable,Saturday
739,2023-11-17,79.93,Bills,Credit Card,Fuel Station,Starbucks,Movie night,Fixed,Friday
740,2024-10-31,142.16,Transport,Credit Card,Online,Amazon,Weekly groceries,Variable,Thursday
741,2024-04-28,73.85,Transport,Credit Card,Restaurant,Netflix,Bus fare,Variable,Sunday
742,2022-01-22,35.11,Transport,Credit Card,Online,Shell,Bus fare,Variable,Saturday
743,2024-05-14,65.97,Entertainment,Bank Transfer,Restaurant,Shell,Movie night,Variable,Tuesday
744,2022-12-30,177.44,Eating Out,Bank Transfer,Pharmacy,Starbucks,Bus fare,Variable,Friday
745,2024-10-16,191.91,Eating Out,Debit Card,Restaurant,Amazon,Dinner with friends,Variable,Wednesday
746,2023-04-12,45.46,Eating Out,Cash,Mall,Starbucks,Bus fare,Variable,Wednesday
747,2022-12-05,158.75,Healthcare,Credit Card,Supermarket,Netflix,Dinner with friends,Fixed,Monday
748,2023-11-29,58.3,Entertainment,Credit Card,Online,Shell,Movie night,Variable,Wednesday
749,2024-06-30,177.99,Eating Out,Credit Card,Pharmacy,Amazon,Gift shopping,Variable,Sunday
